City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,dwarka,22.2394,68.9678,23.4,55,11,3.54,IN,1702227800
293,peace river,56.2501,-117.286,0.17,90,75,9.26,CA,1702227747
294,kimbe,-5.5502,150.1429,24.25,97,100,0.58,PG,1702227789
295,pandan,14.0453,124.1694,26.06,84,32,2.13,PH,1702227880
296,sao vicente,-23.9631,-46.3919,29.1,60,100,3.6,BR,1702227862
297,praia da vitoria,38.7333,-27.0667,19.14,77,20,5.43,PT,1702227772
298,qom,34.6401,50.8764,15.1,28,5,2.16,IR,1702227881
299,juneau,58.3019,-134.4197,1.0,61,100,4.63,US,1702227881
300,madang,-5.2246,145.7966,24.66,96,100,2.49,PG,1702227881
301,alassio,44.0039,8.1671,13.05,86,81,0.45,IT,1702227882
302,kone,-21.0595,164.8658,21.73,79,100,2.14,NC,1702227756
303,pechora,65.1472,57.2244,-29.52,100,94,0.89,RU,1702227882
304,kavaratti,10.5669,72.642,28.56,75,83,2.68,IN,1702227777
305,cerritos,33.8583,-118.0648,20.92,24,75,4.12,US,1702227882
306,rongelap,11.1635,166.8941,26.87,81,86,8.27,MH,1702227777
307,st. john's,47.5649,-52.7093,3.15,80,100,5.14,CA,1702227547
308,chibougamau,49.9168,-74.3659,2.79,87,100,4.63,CA,1702227883
309,puerto deseado,-47.7503,-65.8938,15.32,59,95,9.18,AR,1702227671
310,northam,51.0333,-4.2167,13.14,90,50,16.1,GB,1702227666
311,greenville,35.6127,-77.3663,20.08,99,100,2.57,US,1702227629
312,lincheng,19.9078,109.6858,22.47,90,7,3.19,CN,1702227883
313,boende,-0.2167,20.8667,24.71,85,88,1.05,CD,1702227884
314,klyuchi,52.2667,79.1667,-20.62,84,21,1.98,RU,1702227700
315,olinda,-8.0089,-34.8553,29.85,62,40,4.12,BR,1702227884
316,dzuunharaa,48.8523,106.4579,-24.56,98,100,0.23,MN,1702227885
317,mbeya,-8.9,33.45,17.87,88,88,1.58,TZ,1702227885
318,jijiang,29.2906,106.2542,16.94,83,87,0.61,CN,1702227885
319,nar'yan-mar,67.6713,53.087,-22.72,91,98,4.92,RU,1702227652
320,igrim,63.1906,64.4162,-35.78,100,12,0.52,RU,1702227885
321,el bayadh,33.6832,1.0193,11.48,47,62,1.47,DZ,1702227885
322,tahara,34.6667,137.2667,12.8,72,91,2.57,JP,1702227886
323,sao joao da barra,-21.6403,-41.0511,23.05,74,100,3.63,BR,1702227770
324,sao raimundo das mangabeiras,-7.0219,-45.4811,33.78,39,76,1.9,BR,1702227774
325,puerto ayacucho,5.6639,-67.6236,32.31,56,40,0.4,VE,1702227886
326,bolintin vale,44.4489,25.7578,1.52,80,18,1.28,RO,1702227886
327,kourou,5.1552,-52.6478,31.03,65,40,3.53,GF,1702227779
328,gao,16.6362,1.637,27.02,12,52,5.07,ML,1702227638
329,basoko,1.2391,23.616,23.45,90,98,2.11,CD,1702227886
330,vrontados,38.4089,26.1328,10.92,93,75,2.06,GR,1702227887
331,san adrian,42.3465,-1.9226,13.99,86,100,1.32,ES,1702227887
332,pisco,-13.7,-76.2167,22.03,73,0,4.63,PE,1702227776
333,selendi,38.7444,28.8678,8.88,67,92,1.59,TR,1702227887
334,leiyang,26.4024,112.8591,14.7,89,91,3.25,CN,1702227831
335,severo-yeniseyskiy,60.3725,93.0408,-38.57,100,47,0.45,RU,1702227769
336,galesong,-5.3166,119.3661,24.01,82,99,1.79,ID,1702227887
337,akjoujt,19.6969,-14.4164,32.06,11,0,7.48,MR,1702227888
338,paramonga,-10.6667,-77.8333,22.99,70,48,4.91,PE,1702227888
339,alesund,62.4723,6.1549,3.08,82,75,3.6,NO,1702227888
340,remire-montjoly,4.9167,-52.2667,31.02,66,75,4.12,GF,1702227649
341,arkhangel'sk,64.5401,40.5433,-16.94,77,0,6.0,RU,1702227888
342,xunchang,28.4543,104.715,14.51,76,99,0.36,CN,1702227888
343,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1702227889
344,katsuura,35.1333,140.3,11.35,73,99,2.13,JP,1702227716
345,bardai,11.65,7.2333,25.66,12,88,3.67,NG,1702227773
346,graaff-reinet,-32.2522,24.5308,16.62,69,91,9.49,ZA,1702227889
347,port saint john's,-31.6229,29.5448,17.0,96,100,0.84,ZA,1702227739
348,karratha,-20.7377,116.8463,27.8,50,2,2.7,AU,1702227801
349,kirensk,57.7853,108.1119,-33.35,99,97,1.34,RU,1702227732
350,calbuco,-41.768,-73.1273,19.56,67,64,3.98,CL,1702227889
351,qamdo,31.1667,97.2333,-7.78,57,26,2.43,CN,1702227672
352,moura,38.1401,-7.4486,18.06,79,31,1.45,PT,1702227890
353,stephenville,32.2207,-98.2023,8.2,30,0,2.68,US,1702227890
354,touros,-5.1989,-35.4608,29.23,56,42,6.36,BR,1702227890
355,theniet el had,35.8711,2.0281,11.3,59,56,0.59,DZ,1702227891
356,marsh harbour,26.5412,-77.0636,25.55,68,75,8.25,BS,1702227891
357,punta del este,-34.9667,-54.95,25.06,72,20,5.66,UY,1702227891
358,armacao de buzios,-22.7469,-41.8817,28.03,71,100,3.68,BR,1702227825
359,libreville,0.3925,9.4537,27.01,89,40,2.06,GA,1702227891
360,constantia,44.1833,28.65,0.38,80,98,4.02,RO,1702227443
361,nizhnyaya tavda,57.6731,66.1725,-31.26,97,9,2.64,RU,1702227892
362,puerto baquerizo moreno,-0.9,-89.6,27.55,69,75,5.66,EC,1702227764
363,mezhdurechenskiy,59.6,65.9333,-33.46,98,7,2.11,RU,1702227892
364,priargunsk,50.3691,119.1012,-40.02,100,29,0.26,RU,1702227892
365,santo tome,-31.6627,-60.7653,31.29,43,0,3.58,AR,1702227672
366,shahrud,36.4182,54.9763,7.78,47,11,0.81,IR,1702227892
367,codrington,-38.2667,141.9667,14.91,89,100,7.99,AU,1702227789
368,astaneh-ye ashrafiyeh,37.2596,49.9444,14.96,88,66,1.87,IR,1702227893
369,west fargo,46.875,-96.9004,-6.0,84,100,1.54,US,1702227670
370,zaltan,32.947,11.8665,16.82,59,12,5.15,LY,1702227893
371,fortuna,40.5982,-124.1573,8.19,100,0,2.06,US,1702227788
372,axim,4.8699,-2.2405,28.83,71,83,3.82,GH,1702227760
373,kapit,2.0167,112.9333,22.6,98,84,0.34,MY,1702227893
374,baidoa,3.1138,43.6498,26.98,48,19,3.86,SO,1702227894
375,timiryazevskoye,56.49,84.8769,-26.75,79,99,2.16,RU,1702227894
376,novodvinsk,64.4165,40.8122,-17.14,83,100,5.12,RU,1702227894
377,gumi,36.1136,128.336,12.75,85,100,0.77,KR,1702227894
378,lerwick,60.1545,-1.1494,7.0,80,100,10.42,GB,1702227597
379,atherton,53.5237,-2.4935,10.2,87,87,2.68,GB,1702227678
380,nuku'alofa,-21.1333,-175.2,22.19,88,20,2.06,TO,1702227894
381,brisas de zicatela,15.8369,-97.0419,29.75,58,41,2.85,MX,1702227687
382,tulun,54.5611,100.5792,-35.89,100,53,0.74,RU,1702227895
383,chimore,-16.9833,-65.1333,31.06,69,72,1.86,BO,1702227895
384,bikenibeu village,1.3673,173.1241,26.98,94,75,2.06,KI,1702227895
385,naze,28.3667,129.4833,21.51,83,79,5.51,JP,1702227895
386,siwa oasis,29.2041,25.5195,17.87,37,6,2.63,EG,1702227707
387,playa del ingles,27.7567,-15.5787,23.55,73,100,2.92,ES,1702227789
388,gamba,-2.65,10.0,26.95,81,100,3.96,GA,1702227896
389,sena madureira,-9.0656,-68.6569,31.09,58,79,3.09,BR,1702227896
390,tingo maria,-9.2895,-76.0088,30.61,59,57,1.37,PE,1702227896
391,belmonte,-15.8631,-38.8828,29.31,59,37,3.83,BR,1702227896
392,san antonio de pale,-1.4014,5.6325,27.59,78,96,5.81,GQ,1702227699
393,znamenskoye,57.1281,73.8282,-27.63,98,98,2.32,RU,1702227897
394,rabo de peixe,37.8,-25.5833,17.77,99,75,4.63,PT,1702227897
395,chela,34.069,104.4619,0.4,57,84,1.55,CN,1702227897
396,labrador city,52.9463,-66.9114,0.1,100,100,6.17,CA,1702227647
397,batticaloa,7.7102,81.6924,26.29,83,43,1.04,LK,1702227897
398,fort bragg,35.139,-79.006,22.91,81,75,4.63,US,1702227729
399,port moresby,-9.4431,147.1797,24.89,82,94,0.73,PG,1702227840
400,hawick,55.4227,-2.7867,5.11,97,100,0.94,GB,1702227898
401,kapuskasing,49.4169,-82.4331,-4.95,86,100,7.72,CA,1702227579
402,san pablo villa de mitla,16.9167,-96.4,22.13,48,49,2.69,MX,1702227898
403,saudarkrokur,65.7461,-19.6394,-6.46,75,20,4.47,IS,1702227899
404,zakamensk,50.3741,103.2863,-27.71,100,61,0.35,RU,1702227900
405,guixi,28.2886,117.2133,17.5,93,100,1.51,CN,1702227900
406,nema,57.5067,50.5011,-26.0,98,80,1.76,RU,1702227900
407,ciudad tula,23.0,-99.7167,17.93,48,10,3.06,MX,1702227900
408,yeppoon,-23.1333,150.7333,23.88,77,53,10.26,AU,1702227900
409,paranhos,-23.8928,-55.4311,20.8,96,100,1.42,BR,1702227900
410,mornant,45.6167,4.6667,10.42,82,100,3.04,FR,1702227901
411,bokoro,12.3807,17.0568,27.27,11,8,3.79,TD,1702227901
412,kampung sungai ara,5.327,100.2735,27.95,89,20,0.0,MY,1702227901
413,nanping,26.645,118.1736,17.61,88,1,0.64,CN,1702227901
414,vila velha,-20.3297,-40.2925,25.97,76,75,5.14,BR,1702227646
415,joao pinheiro,-17.7425,-46.1725,34.75,28,10,3.68,BR,1702227902
416,itoman,26.1247,127.6694,21.21,83,3,2.06,JP,1702227779
417,odienne,9.51,-7.5692,33.17,15,94,1.41,CI,1702227902
418,suva,-18.1416,178.4415,18.71,94,20,2.06,FJ,1702227902
419,gisborne,-38.6533,178.0042,13.84,85,99,3.05,NZ,1702227903
420,mamers,48.3333,0.25,13.48,92,100,7.37,FR,1702227903
421,sinabang,2.4803,96.3801,26.24,85,77,1.91,ID,1702227820
422,hadibu,12.65,54.0333,25.6,69,16,6.85,YE,1702227727
423,tamandare,-8.7597,-35.1047,28.83,58,86,4.43,BR,1702227794
424,pacol,10.45,122.8167,26.39,83,86,5.22,PH,1702227904
425,estancias de florida,18.3666,-66.5696,30.31,95,74,7.18,PR,1702227904
426,moranbah,-22.0016,148.0466,20.79,80,0,8.05,AU,1702227598
427,mawlaik,23.6333,94.4167,18.5,93,17,0.52,MM,1702227904
428,coahuayana de hidalgo,18.7,-103.6583,31.24,43,98,0.46,MX,1702227905
429,kolpny,52.2282,37.0368,-5.52,95,100,4.82,RU,1702227905
430,wenchang,30.904,118.4887,10.8,85,100,3.68,CN,1702227905
431,luanda,-8.8368,13.2343,29.0,80,75,5.14,AO,1702227631
432,jirja,26.3383,31.8916,22.12,35,0,2.06,EG,1702227906
433,kiruna,67.8557,20.2251,-11.49,85,75,4.12,SE,1702227906
434,aripuana,-9.1667,-60.6333,36.6,35,29,0.68,BR,1702227906
435,haiku-pauwela,20.9219,-156.3051,24.47,80,20,3.13,US,1702227779
436,virginia,37.5481,-77.4467,18.29,96,100,4.63,US,1702227675
437,xindi,29.8167,113.4667,8.65,84,100,7.02,CN,1702227907
438,satka,55.0425,59.04,-26.44,100,73,0.53,RU,1702227907
439,gurun,5.8172,100.4738,25.88,95,82,1.55,MY,1702227907
440,charlotte amalie,18.3419,-64.9307,27.85,78,40,7.72,VI,1702227908
441,puerto san jose,13.9256,-90.8244,29.33,56,3,1.5,GT,1702227803
442,huarmey,-10.0681,-78.1522,23.28,71,53,4.58,PE,1702227908
443,tambura,5.6,27.4667,28.69,27,21,0.63,SS,1702227730
444,onega,63.9061,38.1404,-13.9,92,100,5.9,RU,1702227804
445,shimoda,34.6667,138.95,12.28,57,44,2.84,JP,1702227909
446,zaragoza,41.6561,-0.8773,18.25,60,20,0.0,ES,1702227712
447,kolonia town,6.964,158.206,28.07,70,92,6.21,FM,1702227797
448,zhangjiakou,40.81,114.8794,-5.89,93,100,2.63,CN,1702227910
449,mawu,29.5923,107.3139,12.88,95,95,1.14,CN,1702227910
450,talcahuano,-36.7167,-73.1167,22.82,43,0,6.69,CL,1702227910
451,motygino,58.1831,94.7592,-35.68,99,26,1.79,RU,1702227666
452,lauro de freitas,-12.8944,-38.3272,28.01,69,75,9.26,BR,1702227803
453,adrar,20.5022,-10.0711,27.1,16,64,6.75,MR,1702227765
454,kovdor,67.5662,30.4758,-17.92,99,98,1.89,RU,1702227911
455,kapa'a,22.0752,-159.319,22.28,82,18,0.45,US,1702227675
456,waitara,-38.925,174.25,11.38,92,53,2.98,NZ,1702227911
457,oltu,40.5498,42.0013,4.54,78,32,2.24,TR,1702227912
458,polyarnyy,69.1989,33.4478,-11.57,84,100,8.11,RU,1702227644
459,juuka,63.2333,29.25,-11.3,94,100,3.54,FI,1702227912
460,yanchep,-31.55,115.6833,22.38,30,0,5.85,AU,1702227912
461,dom pedrito,-30.9828,-54.6731,24.92,59,2,4.8,BR,1702227912
462,anloga,5.7947,0.8973,28.91,73,26,5.52,GH,1702227913
463,san andres,12.5847,-81.7006,31.01,74,20,8.23,CO,1702227650
464,mwinilunga,-11.7358,24.4293,20.15,82,60,1.13,ZM,1702227913
465,kodinsk,58.6881,99.1844,-33.09,100,29,0.4,RU,1702227734
466,brookings,44.3114,-96.7984,-3.0,86,0,1.34,US,1702227774
467,fuyuan,46.4333,127.0833,-29.69,97,6,1.78,CN,1702227914
468,mundemba,4.9479,8.8724,28.28,72,40,3.01,CM,1702227914
469,meadow lakes,61.6247,-149.6011,-8.54,80,0,5.14,US,1702227683
470,marquette,46.5333,-87.6335,-2.59,85,99,4.02,US,1702227915
471,newton mearns,55.7733,-4.3334,4.44,94,75,4.63,GB,1702227916
472,as sulayyil,20.4607,45.5779,18.14,20,100,4.48,SA,1702227916
473,kailua-kona,19.6406,-155.9956,24.22,74,0,1.79,US,1702227419
474,altai,46.3722,96.2583,-16.02,59,1,3.66,MN,1702227917
475,nova sintra,14.8667,-24.7167,23.34,72,83,4.59,CV,1702227722
476,coquimbo,-29.9533,-71.3436,16.85,82,75,2.57,CL,1702227639
477,susuman,62.7833,148.1667,-13.34,93,100,0.45,RU,1702227472
478,labytnangi,66.6572,66.4183,-30.82,100,88,2.56,RU,1702227719
479,qulsary,46.9531,54.0198,-5.58,25,9,9.14,KZ,1702227918
480,happy valley-goose bay,53.3168,-60.3315,-5.83,63,75,2.06,CA,1702227756
481,saurimo,-9.6608,20.3916,21.14,89,90,2.86,AO,1702227919
482,okha,53.5739,142.9478,-19.15,86,100,10.24,RU,1702227919
483,revda,56.801,59.9303,-27.11,100,100,1.66,RU,1702227761
484,mejit,10.2753,170.8646,27.1,78,94,10.96,MH,1702227660
485,arroio do meio,-29.4011,-51.945,22.4,90,100,1.13,BR,1702227769
486,morshansk,53.4435,41.8107,-9.32,86,100,4.93,RU,1702227919
487,opuwo,-18.0607,13.84,28.65,23,1,7.31,NA,1702227643
488,khash,28.2211,61.2158,13.25,23,3,2.03,IR,1702227920
489,saddiqabad,28.3062,70.1307,18.78,18,12,1.92,PK,1702227920
490,alofi,-19.0595,-169.9187,23.94,94,100,3.09,NU,1702227771
491,selfoss,63.9331,-20.9971,-2.75,79,53,2.77,IS,1702227920
492,belyye vody,42.4167,69.8333,-2.38,83,100,1.13,KZ,1702227921
493,bayganin,48.6947,55.8742,-12.65,60,7,6.97,KZ,1702227921
494,kampung tanjung karang,3.4242,101.1849,25.98,94,97,1.43,MY,1702227921
495,ha long,20.9511,107.08,23.77,96,39,1.79,VN,1702227921
496,cabrobo,-8.5142,-39.31,36.18,23,0,3.72,BR,1702227921
497,chaoyang,41.5703,120.4586,-9.35,30,100,5.49,CN,1702227922
498,louviers,49.2167,1.1667,13.03,94,100,7.72,FR,1702227922
499,santana,-0.0583,-51.1817,33.1,62,40,6.17,BR,1702227922
500,kerimaki,61.9167,29.2833,-12.03,85,100,2.06,FI,1702227922
501,muli,2.9167,73.5667,28.39,76,68,1.9,MV,1702227727
502,kruisfontein,-34.0033,24.7314,17.71,76,73,4.1,ZA,1702227824
503,ayutla de los libres,16.9,-99.2167,31.4,44,97,0.64,MX,1702227923
504,sitka,57.0531,-135.33,1.94,87,75,3.09,US,1702227728
505,yarmouth,41.7057,-70.2286,17.19,87,75,5.14,US,1702227923
506,santa cruz,-17.8,-63.1667,36.03,41,40,6.17,BO,1702227923
507,esenler,41.0435,28.8762,8.21,87,79,2.06,TR,1702227848
508,khovd,48.0056,91.6419,-16.55,88,17,0.82,MN,1702227759
509,tchollire,8.4022,14.1698,28.61,16,0,1.4,CM,1702227924
510,taoudenni,22.6783,-3.9836,23.67,13,29,8.56,ML,1702227924
511,varena,54.2167,24.5667,-2.0,92,100,4.52,LT,1702227924
512,khabarovsk,48.4808,135.0928,-22.48,63,16,12.96,RU,1702227925
513,mogocha,53.7333,119.7667,-33.71,96,5,1.45,RU,1702227925
514,sosnovo-ozerskoye,52.5249,111.5418,-34.41,100,49,1.3,RU,1702227925
515,kyren,51.6828,102.1408,-25.03,91,25,0.45,RU,1702227822
516,meulaboh,4.1363,96.1285,24.98,92,96,1.93,ID,1702227925
517,ghormach,35.7306,63.7826,12.77,26,73,1.67,AF,1702227925
518,bandon,51.7469,-8.7425,10.77,79,55,13.76,IE,1702227818
519,el calafate,-50.3408,-72.2768,12.28,56,100,3.41,AR,1702227926
520,zouerate,22.7187,-12.4521,27.69,15,66,7.19,MR,1702227926
521,la ronge,55.1001,-105.2842,-12.86,78,20,2.57,CA,1702227926
522,broome,42.2506,-75.833,12.21,94,100,3.6,US,1702227926
523,gereida,11.2811,25.1414,25.7,15,74,1.23,SD,1702227927
524,dalhart,36.0595,-102.5133,1.39,38,30,7.58,US,1702227651
525,smidovich,48.6,133.8167,-22.07,78,1,7.39,RU,1702227927
526,achit,56.7985,57.8994,-29.21,100,49,1.26,RU,1702227927
527,tucurui,-3.7661,-49.6725,33.48,51,59,0.59,BR,1702227827
528,zhangye,38.9342,100.4517,-1.97,40,99,0.63,CN,1702227927
529,marco,25.9726,-81.729,28.92,69,0,7.72,US,1702227927
530,misratah,32.3754,15.0925,19.0,64,37,9.82,LY,1702227928
531,san patricio,28.017,-97.5169,14.53,25,0,7.06,US,1702227597
532,santyoku,37.4406,129.1708,10.11,89,100,5.94,KR,1702227928
533,maloye ganyushkino,46.6,49.2667,-1.05,71,100,9.29,KZ,1702227928
534,constitucion,-35.3333,-72.4167,21.42,53,58,5.69,CL,1702227747
535,vizinga,61.0749,50.1031,-25.67,99,75,1.81,RU,1702227928
536,malpe,13.35,74.7167,24.61,85,76,1.39,IN,1702227696
537,berezovyy,51.6667,135.7,-23.2,67,6,3.93,RU,1702227929
538,hajjah,15.6943,43.6058,17.61,55,5,0.5,YE,1702227929
539,san julian,21.0167,-102.1667,18.22,45,61,6.08,MX,1702227929
540,sikasso,10.9167,-7.0,35.3,8,43,2.72,ML,1702227929
541,richards bay,-28.783,32.0377,20.34,95,100,4.59,ZA,1702227929
542,ghat,24.9647,10.1728,15.77,53,73,7.96,LY,1702227792
543,salalah,17.0151,54.0924,25.05,57,0,2.57,OM,1702227930
544,fayzabad,37.1166,70.58,8.24,20,100,1.94,AF,1702227930
545,ust'-ilimsk,58.0006,102.6619,-35.31,100,36,1.44,RU,1702227930
546,penhalonga,-18.8911,32.6978,22.52,56,77,1.57,ZW,1702227930
547,malakal,9.5334,31.6605,30.29,22,92,2.39,SS,1702227931
548,christchurch,-43.5333,172.6333,12.17,78,3,3.6,NZ,1702227614
549,nushki,29.5542,66.0215,12.35,26,7,0.99,PK,1702227931
550,dalandzadgad,43.5708,104.425,-7.81,62,75,0.88,MN,1702227931
551,bagan serai,5.0108,100.541,28.01,100,93,0.94,MY,1702227931
552,parintins,-2.6283,-56.7358,34.41,49,97,1.35,BR,1702227788
553,bria,6.5423,21.9863,27.98,35,94,1.05,CF,1702227932
554,villa union,23.2,-106.2333,28.28,57,0,0.0,MX,1702227932
555,byakabanda,-0.7425,31.4064,18.45,92,58,1.59,UG,1702227932
556,cururupu,-1.8283,-44.8683,31.21,55,99,3.98,BR,1702227932
557,malvan,16.0667,73.4667,27.43,74,29,2.49,IN,1702227933
558,walvis bay,-22.9575,14.5053,20.53,64,0,3.6,NA,1702227752
559,kitimat,54.0524,-128.6534,1.21,100,100,0.98,CA,1702227933
560,carrizo springs,28.5219,-99.8606,13.34,30,0,4.12,US,1702227933
561,tadine,-21.55,167.8833,22.73,72,100,6.13,NC,1702227776
562,kovalam,8.3667,76.9967,29.05,79,40,0.0,IN,1702227933
563,sungurlu,40.1675,34.3739,6.69,73,52,1.44,TR,1702227934
564,novohrad-volynskyi,50.5941,27.6165,-0.02,86,100,4.0,UA,1702227934
565,taunggyi,20.7833,97.0333,13.57,95,0,0.47,MM,1702227934
566,rodolfo sanchez taboada,31.7167,-116.5667,17.83,21,3,0.89,MX,1702227934
567,ouesso,1.6136,16.0517,26.42,76,98,1.22,CG,1702227812
568,sretensk,52.2453,117.7093,-33.36,99,8,0.57,RU,1702227934
569,tarko-sale,64.9225,77.785,-40.49,100,44,1.46,RU,1702227935
570,kindu,-2.95,25.95,22.02,99,87,1.26,CD,1702227935
571,tekeli,44.83,78.8239,-7.46,69,100,3.21,KZ,1702227935
572,cefa,46.9167,21.7333,3.23,93,100,3.09,RO,1702227935
573,bodaybo,57.8506,114.1933,-31.73,99,100,0.08,RU,1702227936
574,valdivia,-39.8142,-73.2459,21.05,36,92,2.08,CL,1702227739
575,mengibar,37.9701,-3.7965,17.07,100,60,1.14,ES,1702227936
576,gaya,24.7833,85.0,14.95,82,0,0.0,IN,1702227937
577,gorontalo,0.5412,123.0595,24.17,95,96,1.65,ID,1702227937
578,sol'tsy,58.1239,30.3238,-8.24,95,100,3.28,RU,1702227937
579,paulden,34.8856,-112.4682,7.1,27,10,1.44,US,1702227938
580,ascension,30.2169,-90.9001,14.48,56,0,7.2,US,1702227938
581,yerofey pavlovich,53.9667,121.9667,-31.01,92,11,1.67,RU,1702227938
582,nasiriyah,31.0521,46.261,22.01,29,66,2.55,IQ,1702227938
583,pindushi,62.9152,34.58,-12.39,94,100,4.95,RU,1702227938
